metric,metric_requested,method,step,score,n_real,n_synth,real_file,synth_file,error
k-map,kmap,decaf,192,12.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,decaf,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,decaf,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,decaf,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,decaf,960,3.0,959,959,step_960_real.parquet,step_960_synth.parquet,
k-map,kmap,decaf,1152,2.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
k-map,kmap,decaf,1344,1.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
k-map,kmap,decaf,1536,14.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
k-map,kmap,decaf,1728,2.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
k-map,kmap,decaf,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
k-map,kmap,decaf,2112,2.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
k-map,kmap,dpgan,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,dpgan,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,dpgan,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,dpgan,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,dpgan,960,1.0,959,959,step_960_real.parquet,step_960_synth.parquet,
k-map,kmap,dpgan,1152,2.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
k-map,kmap,dpgan,1344,1.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
k-map,kmap,dpgan,1536,1.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
k-map,kmap,dpgan,1728,1.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
k-map,kmap,dpgan,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
k-map,kmap,dpgan,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
k-map,kmap,great,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,great,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,great,576,3.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,great,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,nflow,192,2.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,nflow,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,nflow,576,3.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,nflow,768,5.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,nflow,960,2.0,959,959,step_960_real.parquet,step_960_synth.parquet,
k-map,kmap,nflow,1152,7.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
k-map,kmap,nflow,1344,15.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
k-map,kmap,nflow,1536,15.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
k-map,kmap,nflow,1728,4.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
k-map,kmap,nflow,1920,3.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
k-map,kmap,nflow,2112,12.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
k-map,kmap,pategan,192,1.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,pategan,384,6.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,pategan,576,5.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,pategan,768,2.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,pategan,960,3.0,959,959,step_960_real.parquet,step_960_synth.parquet,
k-map,kmap,pategan,1152,9.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
k-map,kmap,pategan,1344,9.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
k-map,kmap,pategan,1536,18.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
k-map,kmap,pategan,1728,20.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
k-map,kmap,pategan,1920,12.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
k-map,kmap,pategan,2112,78.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
k-map,kmap,rtvae,192,2.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,rtvae,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,rtvae,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,rtvae,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,rtvae,960,3.0,959,959,step_960_real.parquet,step_960_synth.parquet,
k-map,kmap,rtvae,1152,2.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
k-map,kmap,rtvae,1344,2.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
k-map,kmap,rtvae,1536,9.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
k-map,kmap,rtvae,1728,1.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
k-map,kmap,rtvae,1920,4.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
k-map,kmap,rtvae,2112,2.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
k-map,kmap,tvae,192,2.0,191,191,step_192_real.parquet,step_192_synth.parquet,
k-map,kmap,tvae,384,1.0,383,383,step_384_real.parquet,step_384_synth.parquet,
k-map,kmap,tvae,576,1.0,575,575,step_576_real.parquet,step_576_synth.parquet,
k-map,kmap,tvae,768,1.0,767,767,step_768_real.parquet,step_768_synth.parquet,
k-map,kmap,tvae,960,1.0,959,959,step_960_real.parquet,step_960_synth.parquet,
k-map,kmap,tvae,1152,8.0,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
k-map,kmap,tvae,1344,5.0,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
k-map,kmap,tvae,1536,4.0,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
k-map,kmap,tvae,1728,5.0,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
k-map,kmap,tvae,1920,1.0,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
k-map,kmap,tvae,2112,1.0,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
